id,female,grade,bio2,ret,course,gen2,org2,phys2,mcat,gender
6335,0,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6340,1,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6346,0,3.375,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6349,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6367,1,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6386,1,3,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6390,0,2.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6393,0,3.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6395,1,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6399,0,1.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6418,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6420,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6422,0,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6424,0,3.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6427,0,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6428,1,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6432,0,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6434,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6435,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6437,0,1.875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6442,1,2.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6443,1,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6446,1,2,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6450,0,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6454,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6461,1,3.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6474,1,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6477,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6485,1,2,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6493,0,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6497,1,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6500,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6502,0,3.4375,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6503,0,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6504,1,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6508,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6510,0,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6517,0,3.9375,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6522,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6524,0,3.1875,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6529,1,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6535,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6549,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6553,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6554,0,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6559,0,1.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6564,1,3.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6570,1,1.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6574,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6578,0,4,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6580,0,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6582,0,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6583,0,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6587,1,3.5,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6588,1,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6589,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6595,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6609,1,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6626,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6630,0,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6634,1,3.8125,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6635,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6643,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6645,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6646,1,1.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6651,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6654,0,3,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6655,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6664,0,3,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6665,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6667,1,3.6875,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6670,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6671,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6678,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6688,0,3.5,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6693,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6694,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6695,0,4,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6699,1,1.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6703,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6705,1,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6708,1,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6711,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6712,1,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6716,1,2.6875,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6719,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6736,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6737,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6743,0,1.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6744,1,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6748,0,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6749,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6768,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6782,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6783,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6791,1,2.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6794,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6804,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6807,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6813,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6817,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6824,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6826,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6831,0,3.25,NA,1,MCAT,NA,NA,NA,req_mcat,Male
6835,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6842,1,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6845,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6849,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6850,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6854,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6856,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6860,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6861,1,3,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6862,1,2,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6863,0,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6865,0,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6869,0,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6879,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6882,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6884,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6894,1,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6895,1,3.625,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6899,1,2.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6902,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6919,0,3.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6929,0,2.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6931,1,2.8125,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6934,0,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6943,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6953,1,3.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6956,1,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6966,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6968,0,3.875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6969,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6974,1,2.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6978,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
6991,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
6997,1,2.4375,NA,1,MCAT,NA,NA,NA,req_mcat,Female
6999,1,3,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7003,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7007,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7010,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7023,0,4,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7027,1,3.5625,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7029,1,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7030,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7033,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7038,0,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7044,1,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7050,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7053,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7056,0,3.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7066,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7075,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7083,0,3,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7084,0,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7090,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7092,1,2.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7114,0,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7121,1,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7132,1,1.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7141,1,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7145,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7146,0,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7150,0,3,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7155,1,3.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7157,1,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7158,1,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7164,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7167,0,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7169,0,3.6875,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7179,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7188,1,3.8125,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7198,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7203,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7207,1,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7213,0,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7218,1,3,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7228,1,3,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7229,1,3.5,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7244,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7245,1,3.9375,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7246,0,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7260,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7262,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7268,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7269,0,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7270,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7272,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7279,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7285,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7286,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7288,1,3.625,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7290,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7293,1,3.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7299,0,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7302,0,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7307,1,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7314,0,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7317,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7327,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7338,0,1.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7340,0,3.6875,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7341,1,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7347,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7350,1,3.625,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7351,1,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7352,0,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7355,1,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7359,1,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7363,0,3.9375,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7365,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7371,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7375,0,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7378,1,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7387,1,3,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7391,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7392,1,3.5625,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7393,0,1.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7396,1,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7397,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7403,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7404,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7406,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7411,1,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7412,0,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7414,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7416,1,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7424,0,2.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7426,1,3.5,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7429,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7430,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7432,1,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7435,0,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7438,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7439,0,2.25,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7443,0,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7449,0,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7451,0,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7456,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7459,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7467,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7468,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7470,1,1.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7472,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7474,1,3.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7486,1,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7488,1,2.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7490,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7492,0,2.3125,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7503,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7509,1,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7518,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7519,0,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7528,0,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7531,1,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7535,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7537,1,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7539,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7541,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7550,1,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7552,1,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7553,1,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7562,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7567,1,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7574,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7576,1,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7577,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7586,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7589,1,4,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7591,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7592,1,3.625,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7608,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7635,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7636,1,3.75,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7642,1,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7666,1,3.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7671,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7674,0,3,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7675,0,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7684,1,3.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7689,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7701,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7707,0,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7711,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7712,0,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7716,0,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7718,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7734,1,2.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7738,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7752,1,3.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7755,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7767,0,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7773,1,1.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7774,1,2.8125,NA,1,MCAT,NA,NA,NA,req_mcat,Female
7776,0,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7781,1,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7782,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7792,0,3.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7793,0,4,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7794,1,2.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7797,1,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7799,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7802,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7803,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7808,1,2.375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7812,0,3.5,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7816,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7817,0,3.375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7833,0,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7834,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7840,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7841,1,2.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7849,1,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7859,1,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7867,0,3.0625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7868,1,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7870,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7889,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7893,0,1.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7895,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7910,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7912,0,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7916,1,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7925,1,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7927,1,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7931,0,3.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7932,0,3.5,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7935,1,2.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7946,0,4,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7950,1,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7953,0,2.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7954,0,3.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7959,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7963,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7965,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7976,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7980,0,2.875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
7984,1,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7985,1,2.75,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7990,1,2.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7992,1,2.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7994,0,3.625,NA,1,MCAT,NA,NA,NA,req_mcat,Male
7996,1,3.125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
7998,0,2.8125,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8002,1,3.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8010,1,2.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8014,1,3.8125,NA,1,MCAT,NA,NA,NA,req_mcat,Female
8020,0,1.6875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8023,0,2.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8025,1,2.5625,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8027,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8031,0,3.75,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8032,0,2.625,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8033,0,3.25,NA,1,MCAT,NA,NA,NA,req_mcat,Male
8034,1,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8039,0,3.75,NA,1,MCAT,NA,NA,NA,req_mcat,Male
8044,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8046,0,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8047,1,3.4375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8054,0,2.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8057,1,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8064,1,3.875,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8072,1,3.1875,NA,1,MCAT,NA,NA,NA,req_mcat,Female
8074,1,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8082,0,3,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8084,0,3.5625,NA,1,MCAT,NA,NA,NA,req_mcat,Male
8089,0,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8090,0,3.1875,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8096,1,3,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8097,1,3.3125,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8107,1,3.5,NA,0,MCAT,NA,NA,NA,req_mcat,Female
8121,0,3.25,NA,0,MCAT,NA,NA,NA,req_mcat,Male
8126,1,1.9375,NA,0,MCAT,NA,NA,NA,req_mcat,Female
